imdb_score,release_year,movie_title_length,aspect_ratio,colour_film,genres_length,distributor_length,actor1_length,is_Miramax,is_Nov,is_Dec
7.2,1954,28,1.37,Color,37,37,11,0,0,1
6.4,1981,10,1.85,Color,21,18,18,0,0,0
6.2,2006,8,2.35,Color,27,18,12,0,0,0
6.5,2002,11,1.85,Color,21,29,15,0,0,0
5,1981,29,2.35,Color,24,18,13,0,0,0
7.6,2002,14,1.85,Color,5,50,15,0,0,0
7.2,1998,14,2.35,Color,21,12,11,0,0,0
5.8,2003,17,2.35,Color,27,12,11,0,0,0
3.8,1998,3,2.35,Color,14,15,9,0,0,0
6.6,1997,27,1.85,Color,28,12,11,0,1,0
6.7,2010,17,2.35,Color,20,29,11,0,0,0
6.7,2008,10,1.85,Color,28,18,12,0,0,0
7.2,2002,17,2.35,Color,13,14,14,0,0,1
7.1,2007,8,1.85,Color,20,22,10,0,0,0
6.2,2013,11,2.35,Color,20,21,9,0,0,0
6.1,2012,23,2.35,Color,29,11,13,0,0,0
6.3,2007,3,2.35,Color,21,9,13,0,0,0
6.5,2013,11,2.35,Color,18,18,14,0,0,0
6.2,1998,22,1.85,Color,20,18,12,0,0,0
7.7,2001,12,2.35,Color,20,12,17,0,0,0
6.9,1985,15,1.85,Color,25,16,10,0,0,0
7.2,1978,6,2.35,Color,15,18,18,0,0,0
6.6,2006,11,2.35,Color,24,16,14,0,0,0
7,2007,11,2.35,Color,23,20,12,0,0,0
8.3,1994,11,1.33,Color,23,18,13,0,0,0
5.9,1986,10,1.85,Color,37,30,12,0,1,0
7.9,2001,30,2.35,Color,20,22,10,0,0,0
5.3,2012,12,2.35,Color,14,11,13,0,0,0
6.5,2014,8,2.35,Color,14,18,14,0,0,1
5.9,2004,33,2.35,Color,20,18,11,0,1,0
8.1,1969,34,2.35,Color,29,21,14,0,0,0
6,2000,9,2.35,Color,22,21,14,0,0,0
5.4,2007,15,2.35,Color,28,21,11,0,0,0
6.5,2002,12,1.85,Color,18,18,13,0,0,0
5.1,2008,13,2.35,Color,35,25,11,0,0,0
7.1,2011,7,2.35,Color,23,18,13,0,0,0
8,2009,10,1.85,Color,22,17,14,0,0,0
7.4,2005,31,1.85,Color,12,9,16,0,0,0
8,1993,19,1.66,Color,11,29,12,0,0,0
7,1997,43,2.35,Color,12,15,12,0,0,0
7.3,1985,10,2.35,Color,7,12,14,0,0,0
7.5,2007,58,2.35,Color,37,12,9,0,0,0
3.6,2011,18,1.78,Color,6,20,11,0,0,0
5.1,2000,15,2.35,Color,27,10,12,0,0,0
4.2,2006,4,1.85,Color,30,32,12,0,0,0
7.2,2007,20,1.85,Color,30,20,15,0,0,0
7.8,1941,23,1.37,Black and White,12,21,14,0,0,0
6.5,2011,15,2.35,Color,11,13,13,0,0,0
5.8,2001,9,1.85,Color,27,21,12,0,0,1
7.3,2011,9,2.35,Color,21,33,11,0,0,0
6.9,2007,17,2.35,Color,43,17,12,0,0,0
7.1,2012,9,1.85,Color,21,21,13,0,0,0
6.7,1998,10,1.85,Color,12,18,14,0,0,0
6.2,2013,8,1.85,Color,22,21,12,0,0,0
6.2,2009,16,1.78,Color,28,29,10,0,0,0
6.8,2001,30,1.37,Color,28,13,11,0,0,0
6.7,1998,7,2.35,Color,12,16,13,0,0,1
7.1,2003,18,2.35,Color,34,7,14,1,0,0
8.2,1957,28,2.35,Color,19,29,14,0,0,1
7.3,2005,13,2.35,Color,5,12,13,0,0,0
5.9,2009,11,2.35,Color,5,23,17,0,0,0
7.3,2010,11,2.35,Color,19,24,12,0,0,0
5.7,2008,15,2.35,Color,12,18,15,0,0,0
7.1,2006,8,1.85,Color,21,14,10,0,0,0
6.5,2006,7,1.85,Color,20,18,15,0,0,0
7.1,1994,27,1.66,Color,20,21,20,0,0,0
6.5,1996,24,1.85,Color,20,16,12,0,1,0
5.9,2014,19,2.35,Color,28,12,13,0,0,0
5.8,2003,31,2.35,Color,21,28,10,0,0,1
5.8,1999,16,1.85,Color,20,12,18,0,0,0
6.8,2000,18,1.85,Color,20,21,15,0,0,0
6.4,2009,22,1.85,Color,6,25,11,0,0,0
7,2004,10,2.35,Color,27,16,14,0,0,0
6.9,1993,13,1.85,Black and White,29,33,12,0,0,0
5.6,2010,25,1.85,Color,14,21,15,0,0,0
6.5,2012,13,2.35,Color,13,12,13,0,0,0
4.8,2001,12,2.35,Color,24,21,13,0,1,0
4.3,2012,3,2.35,Color,20,21,9,0,0,0
5.6,2001,10,2.35,Color,31,20,15,0,0,0
5.8,1997,9,2.35,Color,16,20,15,0,0,0
7.3,2015,13,2.35,Color,23,21,13,0,0,0
7.8,2007,10,2.35,Color,18,25,15,0,0,0
7.5,1987,11,2.35,Color,23,18,17,0,1,0
6.5,2012,4,2.35,Color,21,7,13,0,0,0
6.2,2003,16,2.35,Color,23,20,9,0,0,0
6.9,2007,16,1.85,Color,20,13,13,0,0,0
6.9,1994,8,1.85,Color,12,18,13,0,0,0
4.6,2004,36,1.85,Color,27,33,11,0,0,0
5.9,1986,36,1.85,Color,15,18,12,0,0,0
5.7,2010,21,1.85,Color,6,18,15,0,0,0
6.2,1991,26,1.85,Color,37,14,12,0,0,0
7.9,1964,12,2.2,Color,28,12,12,0,0,1
7.1,2013,29,2.35,Color,23,15,11,0,0,1
7.7,2011,17,1.85,Color,22,27,11,0,0,0
6.2,2001,24,1.85,Color,19,25,13,0,0,0
8.9,1994,12,2.35,Color,11,7,12,1,0,0
6.1,1992,13,1.85,Color,26,12,10,0,1,0
6.7,2000,18,1.85,Color,27,21,14,0,0,0
6.7,2010,7,1.85,Color,21,23,14,0,0,0
2.3,2007,10,1.85,Color,16,21,15,0,0,0
7.2,2002,14,1.85,Color,5,12,13,0,0,0
7.8,2005,17,2.35,Color,13,14,13,0,1,0
6.8,2005,6,1.85,Color,31,7,13,0,0,0
6.9,2014,3,2.35,Color,5,29,12,0,0,0
6.1,2012,10,2.35,Color,12,24,14,0,0,0
6.9,2002,18,1.85,Color,5,18,15,0,1,0
7,2011,5,2.35,Color,20,16,13,0,0,0
6.5,2014,18,2.35,Color,29,18,13,0,0,0
6.4,2015,11,2.35,Color,21,21,9,0,0,0
5.3,2001,23,1.85,Color,12,17,14,0,0,0
7.8,2011,5,2.35,Color,11,17,12,0,0,0
6.4,2002,25,1.85,Color,14,16,13,0,0,0
7.2,2011,7,2.35,Color,12,12,12,0,0,0
6.1,2000,11,1.85,Color,6,15,16,0,0,0
5.3,2010,16,2.35,Color,14,43,14,0,0,0
3.5,2015,16,1.33,Color,15,10,17,0,0,0
5.1,2000,10,2.35,Color,27,12,18,0,0,0
6.6,2002,24,1.85,Color,21,9,12,0,0,0
6.6,2015,5,2.35,Color,12,21,14,0,0,0
7.3,1983,10,1.85,Color,30,18,12,0,0,0
6.2,1996,20,1.85,Color,6,18,17,0,0,0
7.5,2016,15,2.35,Color,28,21,12,0,0,0
7.1,1997,13,2.35,Color,20,18,10,0,1,0
5.7,1999,14,1.85,Color,20,21,15,0,0,0
6,2014,15,2.35,Color,14,21,11,0,0,0
5.9,2001,23,2.35,Color,28,12,10,0,0,0
6.6,1996,12,2.35,Color,15,20,12,0,0,0
6.3,2012,17,1.85,Color,14,24,12,0,0,0
5.2,2007,14,2.35,Color,19,11,11,0,0,0
6.8,2006,21,2.35,Color,20,17,12,0,0,0
5,1995,5,1.85,Color,31,18,11,0,0,0
7.2,2018,10,2.35,Color,31,12,13,0,0,0
7.5,1972,6,1.85,Color,8,18,16,0,0,0
6.7,2012,41,2.35,Black and White,37,16,12,0,0,0
7.9,2009,5,2.35,Color,15,24,11,0,0,0
6.2,2004,25,2.35,Color,29,11,14,0,0,0
2.8,1987,17,2.35,Color,25,18,12,0,0,0
5.9,2011,19,2.35,Color,6,12,9,0,0,0
5.4,2009,8,1.85,Color,13,35,14,0,1,0
6.7,2009,16,1.85,Color,18,14,15,0,0,0
7.4,1998,8,2.35,Color,11,7,10,1,0,0
6.9,2003,15,2.35,Color,30,20,14,0,0,0
6,2001,23,1.85,Color,34,15,10,0,0,0
7.8,2001,26,2.35,Color,28,20,12,0,0,0
7.6,2002,20,2.35,Color,12,20,11,0,0,0
7.4,2011,20,2.39,Color,20,12,12,0,0,0
7.3,1993,15,2.35,Color,28,25,13,0,0,0
6.4,2010,22,2.35,Color,14,18,10,0,0,0
7,2015,10,2.35,Color,21,29,11,0,0,0
6.6,2012,14,2.35,Color,21,20,15,0,0,0
7.4,1982,7,2.35,Color,20,29,11,0,0,1
5,1999,9,1.85,Color,14,18,12,0,0,0
6.6,2006,14,1.85,Color,33,18,12,0,0,0
5.3,2006,12,2.35,Color,30,11,12,0,0,0
7.7,1998,9,2.35,Color,44,15,12,0,0,0
7.5,2008,5,1.85,Color,13,7,22,0,0,1
7.1,2002,9,1.85,Color,20,16,13,0,0,0
4.9,2002,11,2.35,Color,35,23,21,0,0,0
7.4,2012,6,2.35,Color,34,24,20,0,0,0
5.2,2016,10,2.35,Color,27,17,12,0,0,0
7.1,2002,14,1.85,Color,20,24,14,0,0,0
8.2,2009,11,2.35,Color,5,12,14,0,0,0
5.9,1979,4,2.35,Color,17,18,15,0,0,1
5.3,2000,11,1.85,Color,29,16,12,0,0,0
5.4,2002,12,1.85,Color,23,18,13,0,0,0
5.6,2010,7,2.35,Color,19,12,12,0,0,0
6.2,2011,8,2.35,Color,14,15,11,0,0,0
5.9,2013,31,2.35,Color,6,12,13,0,0,0
4.1,2006,18,1.85,Color,18,23,15,0,0,0
5.1,2006,13,1.85,Color,6,21,13,0,0,0
7,1989,3,1.85,Color,12,14,13,0,0,0
6.5,2012,10,2.35,Color,27,18,12,0,0,0
5.1,2009,15,1.85,Color,21,21,12,0,0,0
7.5,1995,21,1.85,Color,12,13,13,1,0,0
6.7,2014,14,2.35,Color,13,16,11,0,0,0
7.1,2010,6,2.35,Color,5,20,20,0,0,0
6.4,1985,26,2.35,Color,29,16,18,0,0,0
7.2,1984,14,1.85,Color,25,29,11,0,0,0
6.3,2001,8,1.85,Color,11,18,12,0,0,0
6.5,2010,11,2.35,Color,12,24,10,0,0,0
6.6,1987,15,1.37,Color,28,16,12,0,1,0
7.4,2009,18,2.35,Color,5,22,12,0,0,0
4.8,2009,10,2.35,Color,37,14,11,0,0,0
5.8,2001,13,2.35,Color,21,20,24,0,0,0
7.2,1982,5,1.85,Color,12,25,16,0,0,0
7.6,2011,15,1.85,Color,30,4,12,0,0,0
6.3,2005,16,1.85,Color,20,17,15,0,0,1
6.8,2016,9,1.66,Color,14,50,15,0,0,0
5,2003,16,2.35,Color,53,25,14,0,0,0
6.7,2006,5,1.85,Color,20,12,18,0,0,0
7.4,1985,18,1.85,Color,23,29,14,0,0,0
6.1,1981,22,1.85,Color,23,18,12,0,0,0
7.6,2001,7,1.85,Color,20,9,15,0,0,0
8.3,2000,6,1.85,Color,12,7,13,0,0,0
5.8,1982,35,2.35,Color,14,18,12,0,0,0
7.1,2007,15,1.85,Color,13,20,13,0,0,1
7.5,2015,11,1.85,Color,5,29,15,0,0,0
6.2,2001,8,1.85,Color,14,18,15,0,0,1
6.5,2002,13,1.85,Color,5,7,13,0,0,0
5.6,2006,16,2.35,Color,28,18,18,0,0,0
6.7,1997,14,2.35,Color,27,29,14,0,0,0
6.3,2011,14,2.35,Color,11,11,16,0,0,0
6,1995,6,1.85,Color,21,18,9,0,0,0
6.6,2015,5,1.85,Color,26,12,10,0,0,0
7.3,1986,29,2.35,Color,23,18,13,0,1,0
5.9,1986,11,1.85,Color,13,25,15,0,0,0
5.4,1999,28,1.78,Color,5,22,15,0,0,0
6.2,2009,26,2.35,Color,10,21,12,0,1,0
5.9,2008,12,1.85,Color,29,16,13,0,0,0
7.1,2012,13,2.35,Color,25,13,14,0,0,0
8,1973,12,1.37,Color,6,27,13,0,0,0
6.7,2010,17,2.35,Color,31,21,16,0,0,0
6.5,1988,11,1.85,Color,37,18,12,0,0,0
7.4,2010,19,2.35,Color,28,21,12,0,1,0
5.5,2001,15,1.33,Color,6,12,17,0,0,0
7.8,1971,35,1.33,Color,22,18,12,0,0,0
6.9,2008,11,1.85,Color,6,18,14,0,1,0
6.5,2008,37,1.85,Color,20,14,12,0,0,0
7,2012,22,2.35,Color,31,9,15,0,0,0
2.8,1997,5,1.85,Color,19,12,14,0,0,0
4.3,1999,7,2.35,Color,12,21,13,0,0,0
5.3,1999,20,1.85,Color,21,15,11,0,0,0
7,2000,11,1.37,Color,18,12,12,0,0,0
5.2,1996,7,2.35,Color,16,35,10,0,0,0
5.8,1999,14,1.85,Color,14,7,11,1,0,0
6.4,2001,24,1.85,Color,22,29,11,0,0,0
7.3,2000,15,1.85,Color,15,18,13,0,0,0
7.3,2006,6,2.35,Color,21,18,9,0,0,0
7.9,2005,13,2.39,Color,29,21,21,0,1,0
7.8,2009,17,1.85,Color,39,21,11,0,1,0
7.3,1999,12,2.35,Color,23,23,12,0,0,1
6.9,1994,8,1.85,Color,27,15,12,0,0,0
5.9,1968,10,2.35,Color,31,18,10,0,0,0
7.1,2003,5,1.85,Black and White,37,20,16,0,0,0
4.6,2014,7,2.35,Color,27,12,18,0,0,0
7.6,2005,11,1.85,Color,18,20,14,0,0,0
5.3,2014,6,2.35,Color,13,17,11,0,1,0
6.1,2011,12,2.35,Color,20,20,9,0,0,0
7.7,1993,10,1.85,Color,17,15,12,0,0,0
6.3,2015,10,2.35,Color,14,18,11,0,0,0
4.8,2016,11,2.35,Color,30,9,11,0,0,0
6.2,2007,6,2.35,Color,21,17,9,0,0,0
4.7,2001,9,2.35,Color,23,12,14,0,0,0
7.2,1982,28,1.85,Color,12,18,20,0,0,0
6.9,2004,6,1.85,Color,12,14,15,0,0,0
7.6,1992,14,2.35,Color,14,29,10,0,0,1
6.9,1982,9,1.85,Color,21,12,10,0,1,0
7.4,1981,8,2.35,Color,16,17,11,0,0,0
6.2,1982,7,1.85,Color,6,21,10,0,0,0
5.5,1973,33,2.35,Color,13,21,14,0,0,0
6.3,2010,10,2.35,Color,29,21,10,0,0,0
4.8,1984,6,2.35,Color,17,24,13,0,0,0
6.1,2001,11,2.35,Color,30,10,12,0,0,0
6.8,2006,18,2.35,Color,20,15,20,0,0,1
5.8,1988,11,1.85,Color,20,29,21,0,0,0
6.9,1996,18,1.37,Color,18,21,9,0,0,0
5.8,2010,9,2.35,Color,21,19,16,0,0,0
4.2,2016,13,2.35,Color,6,28,12,0,0,0
5.5,2006,15,1.85,Color,12,18,10,0,0,0
6.9,2001,11,1.85,Color,14,7,12,1,0,0
6.7,2016,8,2.35,Color,6,17,10,0,0,0
6.9,2005,10,1.85,Color,17,20,18,0,0,0
7.6,2000,13,1.85,Black and White,21,18,17,0,0,0
5.5,2003,16,2.35,Color,21,25,10,0,0,0
6.7,2002,16,2.35,Color,28,20,12,0,0,0
6.8,2013,6,2.35,Color,14,24,14,0,0,0
7.6,2005,11,2.35,Color,20,30,12,0,0,0
6.8,1997,9,1.85,Color,22,18,13,0,0,0
4.8,2001,31,1.85,Color,22,26,10,0,0,0
7.1,2009,10,2.35,Color,13,18,19,0,0,0
7.4,2008,26,1.85,Color,28,20,16,0,0,0
7.3,2001,17,2.35,Color,5,29,17,0,0,0
3.5,2004,14,1.85,Color,11,11,16,0,0,0
7.5,2007,32,2.35,Color,19,20,14,0,0,0
6.1,1982,10,1.85,Color,23,18,13,0,0,0
7.4,2007,22,1.85,Color,20,20,12,0,1,0
5.8,2006,8,2.35,Color,14,17,13,0,0,0
7.2,2000,14,1.85,Color,5,12,12,0,0,0
6.2,2014,59,2.39,Color,13,35,12,0,0,0
7.8,1993,9,2.35,Color,46,20,13,0,0,1
3.1,2014,11,2.35,Color,37,14,12,0,0,0
6.2,2001,1,1.85,Color,22,16,12,0,0,0
7.1,2007,20,2.35,Color,23,19,11,0,0,1
6.4,2014,14,1.85,Color,12,12,14,0,0,0
6.8,1995,16,1.85,Color,20,15,11,0,0,0
7.6,2016,13,2.35,Color,13,12,11,0,0,0
7.3,2002,14,1.85,Black and White,19,7,8,0,1,0
6.9,1987,16,1.85,Color,22,18,11,0,0,0
5.2,2014,8,1.85,Color,14,9,12,0,0,0
7.1,2000,11,2.35,Color,13,9,10,0,0,0
7.9,1969,15,1.85,Black and White,5,14,14,0,0,0
6.2,2011,11,2.35,Color,28,8,12,0,0,0
6.9,1982,19,2.35,Color,17,18,13,0,0,0
7,2012,21,2.35,Color,20,13,17,0,0,0
6.3,2012,7,2.35,Color,21,21,11,0,0,0
7.1,2010,15,2.35,Color,17,14,19,0,0,0
6.8,1996,22,1.85,Color,6,7,11,1,0,0
7.8,2006,19,2.35,Color,28,25,12,0,0,0
3.5,1982,9,1.85,Color,13,21,14,0,0,0
4.6,1995,9,2.35,Color,5,14,15,0,0,0
7.8,1971,21,1.85,Color,27,21,12,0,0,0
5.9,1988,40,1.85,Color,15,30,16,0,0,0
7.1,2003,9,1.85,Color,18,15,10,0,1,0
7.2,2010,16,2.35,Color,16,20,11,0,0,0
7.5,1981,4,1.85,Color,31,18,12,0,0,1
6.7,1985,12,1.85,Color,39,32,12,0,0,0
7.1,1999,9,1.85,Color,28,21,11,0,0,0
5.4,2001,15,2.35,Color,22,18,13,0,0,0
7.7,1982,11,2.35,Color,22,14,18,0,0,0
6.8,2014,9,2.35,Color,11,20,15,0,0,0
8,1989,18,1.85,Color,12,33,14,0,0,0
5.2,1989,11,1.85,Color,15,30,16,0,0,0
6.3,2011,11,1.85,Color,12,18,15,0,0,1
6.8,2012,22,2.35,Color,11,12,14,0,0,0
6.5,2002,14,2.35,Color,14,18,14,0,0,0
6.2,1970,30,2.35,Color,18,21,14,0,0,0
5.8,2014,14,1.85,Color,15,12,10,0,0,0
5.7,1990,14,1.85,Color,14,22,13,0,1,0
6.4,2006,9,2.35,Color,14,22,10,0,0,0
6.1,1996,13,1.85,Color,20,21,12,0,0,0
7.7,2005,10,1.85,Color,11,11,12,0,0,0
6.3,2011,9,1.85,Color,12,14,12,0,0,0
7.1,2011,18,2.35,Color,24,18,9,0,0,0
5.9,2009,10,2.35,Color,29,9,11,0,1,0
7.6,2000,14,1.85,Color,29,24,15,0,0,0
7.7,1982,31,2.35,Color,23,18,13,0,0,0
7.4,1999,5,2.35,Color,30,7,10,0,1,0
4,2013,25,2.35,Color,21,9,11,0,0,0
6.7,2012,9,1.85,Color,12,12,9,0,0,0
7.6,2003,9,1.85,Color,13,18,12,0,0,0
5.1,2011,24,2.35,Color,58,23,14,0,0,0
6.8,1999,23,2.35,Color,22,50,13,0,0,0
6.6,1991,19,1.85,Color,13,29,13,0,0,1
5.6,2000,19,2.35,Color,23,29,10,0,0,0
5.7,2005,7,2.4,Color,18,25,14,0,0,0
4.4,2011,49,2.35,Color,32,12,16,0,0,0
4.5,2004,38,2.35,Color,45,25,14,0,0,0
3.9,1980,10,2.35,Color,14,21,11,0,0,0
6.7,2008,21,1.85,Color,31,29,15,0,0,0
8,2000,8,2.35,Color,5,15,13,0,0,0
6.9,1994,26,1.85,Color,6,12,10,0,0,0
6.2,2007,13,2.35,Color,19,20,14,0,0,0
7.2,1995,9,1.85,Color,21,29,17,0,0,0
7.5,2011,27,2.35,Color,14,13,11,0,0,0
6.1,1998,8,2.35,Color,22,29,10,0,0,0
6.7,2004,6,1.85,Color,12,16,15,0,0,0
7.8,2008,31,2.35,Color,18,17,17,0,0,0
5.2,2011,9,1.33,Color,30,15,15,0,0,0
6.5,1986,16,2.35,Color,16,18,10,0,0,0
5.4,2012,8,2.35,Color,16,18,15,0,0,0
8.2,1979,15,2.35,Color,9,18,14,0,0,0
7.8,1982,11,1.85,Color,5,21,18,0,0,1
5.4,1985,45,1.85,Color,14,15,11,0,1,0
6.2,2010,13,2.35,Color,20,8,15,0,0,0
7,1999,12,2.35,Color,20,18,13,0,0,0
6.2,2006,33,1.85,Color,14,29,12,0,0,0
6.1,2001,19,1.85,Color,19,18,19,0,0,0
5.8,2010,13,2.35,Color,26,35,13,0,0,0
7.9,2000,19,2.35,Black and White,21,10,13,0,0,0
7.6,2007,18,2.35,Color,15,21,17,0,0,1
6.8,2002,4,1.85,Color,18,14,13,0,0,0
7.2,1999,26,1.85,Color,20,20,20,0,0,0
6.5,2002,24,1.85,Color,25,10,13,0,0,0
8,1974,18,1.85,Black and White,6,13,13,0,0,1
6.6,2011,8,2.35,Color,21,12,17,0,1,0
6.1,2007,40,1.85,Color,44,17,15,0,0,0
7.8,2014,8,2.35,Black and White,22,24,12,0,0,0
5.6,2001,19,1.85,Color,48,12,15,0,0,0
6,2015,7,2.35,Color,15,17,11,0,0,0
7.2,1998,11,1.85,Color,5,23,12,0,0,0
6.7,2006,13,1.85,Color,13,17,10,0,0,0
8.5,2003,11,1.85,Black and White,19,14,10,0,0,0
7.3,1998,14,2.35,Color,35,12,12,0,0,0
6.7,2003,13,1.85,Color,28,18,12,0,0,0
7.3,2009,18,2.35,Color,13,23,17,0,0,0
7.7,2008,10,1.78,Color,22,9,10,0,0,0
5.7,2014,14,2.35,Color,27,40,11,0,0,0
6.4,2011,13,2.35,Color,14,18,13,0,0,0
7.2,1985,9,2.35,Color,26,29,11,0,0,0
7.1,2013,11,1.85,Color,20,24,26,0,0,0
5.5,1994,21,1.85,Color,28,18,14,0,0,0
6.9,2003,16,2.35,Color,31,30,14,0,0,0
6.2,1982,15,1.85,Color,24,25,11,0,0,0
5.5,2003,13,1.85,Color,6,7,11,0,0,0
8,1993,12,2.35,Color,35,12,9,0,0,0
6.4,2005,21,1.85,Color,19,21,12,0,0,0
