imdb_score,release_year,movie_title_length,aspect_ratio,colour_film,genres_length,distributor_length,actor1_length,is_Miramax,is_Nov,is_Dec
7.2,1981,20,2.35,Color,13,16,16,0,0,0
7.3,1982,24,2.35,Color,38,10,11,0,1,0
6.9,2008,34,2.35,Color,15,22,11,0,0,0
7.4,1996,5,1.85,Color,28,20,18,0,0,0
5.8,2011,5,2.35,Color,9,9,18,0,0,0
5,2004,8,1.85,Color,31,21,11,0,0,0
3.9,2001,14,1.85,Color,29,20,18,0,0,0
5.3,2005,12,1.85,Color,6,12,15,0,0,0
4.3,1993,36,1.85,Color,23,15,11,0,0,0
8,1988,8,1.85,Color,5,14,10,0,0,1
7.4,2015,14,2.35,Color,21,35,13,0,0,0
7.3,1973,7,1.85,Color,13,14,11,0,0,1
7.4,1994,18,2.35,Color,38,7,12,0,0,0
7.8,2014,14,2.35,Color,27,6,12,0,0,0
6.9,2011,15,2.35,Color,12,12,12,0,0,0
5.3,2016,10,2.35,Color,14,25,9,0,0,0
5,1996,6,1.85,Color,12,24,17,0,0,0
7.2,2000,17,1.85,Color,19,15,13,0,0,0
7,2008,15,2.35,Color,15,18,13,0,0,0
5.4,2012,27,2.35,Color,6,18,9,0,1,0
5.6,2002,21,1.85,Color,14,7,18,1,0,0
6.6,2005,11,2.35,Color,12,28,12,0,0,0
6.8,1989,11,1.85,Color,28,18,9,0,0,0
5.6,2005,26,1.85,Color,20,16,12,0,0,0
6.9,1992,13,2.35,Color,15,18,13,0,0,0
5.7,2012,12,2.35,Color,6,43,11,0,0,0
6.4,2012,13,2.35,Color,23,18,12,0,0,0
6.4,1999,9,1.85,Color,12,24,13,0,0,0
7.7,2010,18,2.35,Color,15,29,15,0,0,0
7.3,1996,19,1.85,Color,20,15,17,0,0,0
4.2,1987,6,1.85,Color,38,29,10,0,0,0
5.1,2015,14,1.85,Color,15,23,15,0,0,0
7.6,2012,20,1.85,Color,21,20,9,0,0,0
5.3,2003,5,1.85,Color,19,18,16,0,0,1
4.6,1999,22,1.85,Color,6,20,12,0,0,0
4.9,1991,34,1.85,Color,30,15,11,0,0,0
6.2,2012,10,2.35,Color,29,12,14,0,0,0
7.2,2006,11,1.85,Color,5,9,12,0,0,0
5.3,2000,15,1.85,Color,24,44,17,0,0,0
1.9,2008,14,1.85,Color,6,20,14,0,0,0
6.5,2005,7,2.35,Color,11,32,10,0,0,0
5.8,2008,34,1.85,Color,38,12,15,0,0,0
6.9,1967,19,2.35,Color,25,14,16,0,0,0
5.2,1994,11,1.85,Color,13,12,15,0,0,1
5.3,2013,48,2.35,Color,29,9,15,0,0,0
6.7,1971,20,2.35,Color,25,14,16,0,0,1
6.2,1986,16,2.35,Color,14,18,16,0,0,0
7.8,1986,16,1.85,Color,5,12,13,0,0,0
6.7,2011,12,2.35,Color,5,13,14,0,0,0
6.9,2014,9,1.85,Color,21,18,12,0,0,0
2.3,2005,17,2.35,Color,13,16,25,0,0,0
6.9,2006,16,2.35,Color,20,24,11,0,0,0
8.4,2013,6,2.35,Color,22,13,12,0,1,0
8,1965,14,2.35,Color,17,25,14,0,0,1
7.4,2009,13,1.85,Color,13,18,12,0,0,1
7.8,1991,15,1.85,Color,11,29,12,0,0,0
6.6,2001,8,2.35,Color,16,21,11,0,0,0
4.8,2012,5,1.85,Color,29,35,16,0,0,0
6.1,1998,14,2.35,Color,37,23,13,0,0,0
3.5,1997,41,1.85,Color,6,20,9,0,0,0
6,2015,19,2.35,Color,28,21,16,0,1,0
4.7,2007,28,2.35,Color,29,21,12,0,0,1
7.4,1982,14,2.35,Color,23,24,14,0,0,0
5.4,2003,8,1.85,Color,20,18,14,0,0,0
6.1,2001,20,2.35,Color,14,29,16,0,0,0
8.2,1996,13,1.85,Color,5,26,15,0,0,0
6.4,2010,9,2.35,Color,43,27,18,0,0,0
8.5,2006,12,2.35,Color,29,10,14,0,0,0
5.8,2005,13,2.35,Color,31,23,11,0,0,0
5.7,1997,9,2.35,Color,30,18,12,0,0,0
7.8,1987,7,1.66,Color,13,17,13,0,0,0
5.3,2008,28,1.85,Color,20,18,8,0,0,0
7.8,2005,11,2.35,Color,31,8,10,0,1,0
7,2016,14,2.35,Color,15,7,12,0,0,0
5.9,2009,16,1.85,Color,14,25,12,0,0,0
4.6,2005,17,1.85,Color,31,33,8,0,0,0
7.1,2002,38,1.85,Color,5,22,19,0,0,0
7,2009,13,1.85,Color,12,14,17,0,1,0
5.5,2000,18,1.85,Color,13,50,12,0,0,0
6.7,2014,25,1.85,Color,18,23,15,0,0,0
6.7,1998,18,1.85,Color,42,11,14,0,0,0
7.2,2002,8,2.35,Color,22,12,9,0,0,0
6.6,2013,7,2.35,Color,20,16,20,0,0,0
6.4,1997,10,2.35,Color,22,18,21,0,0,0
5.7,1996,16,2.35,Color,32,18,13,0,0,0
6.5,2012,12,2.35,Color,35,24,11,0,0,0
7.6,2002,8,1.85,Color,5,15,12,0,0,0
6.7,1999,12,1.85,Color,12,18,16,0,0,0
4.6,2002,14,1.85,Color,21,11,17,0,1,0
6.6,1972,12,2.35,Color,21,14,13,0,1,0
7.4,2005,10,2.35,Color,20,22,9,0,0,0
5.9,1993,14,1.85,Color,13,29,13,0,0,0
5.8,1999,11,1.85,Color,6,24,15,0,0,0
5.9,2007,9,1.85,Color,22,9,12,0,0,0
7.5,2001,15,2.35,Color,5,15,15,0,1,0
7.1,2003,11,2.35,Color,14,21,14,0,0,0
6.5,2015,9,2.35,Color,30,24,13,0,0,0
8.1,1977,10,1.37,Color,14,14,11,0,0,0
6.7,1998,14,2.35,Color,21,12,12,0,0,0
6.7,2008,23,1.85,Color,21,9,14,0,0,0
7.1,2011,11,2.35,Color,28,16,12,0,0,0
8,1965,18,2.35,Color,38,21,14,0,0,0
5.9,2009,40,2.35,Color,33,18,15,0,0,0
5,2007,7,1.85,Color,14,14,8,0,0,0
7,2008,18,1.85,Color,12,14,12,0,0,0
6.4,2007,27,2.35,Color,13,20,11,0,1,0
5.7,1978,6,2.35,Color,25,18,12,0,0,0
7.4,2009,12,2.35,Color,18,14,22,0,1,0
8.1,2009,19,1.85,Color,12,20,20,0,0,0
6.3,2011,12,1.85,Color,6,24,14,0,0,0
5.2,1997,5,1.85,Color,13,15,17,0,0,0
5.5,2004,7,1.85,Color,26,20,10,0,0,0
6.7,2000,17,1.85,Color,12,13,11,0,0,0
6.7,2010,18,1.85,Color,20,21,15,0,1,0
6.9,2005,19,2.35,Color,12,21,11,0,0,0
4.6,2004,6,1.85,Color,20,27,10,0,0,0
7.1,2015,17,2.35,Color,9,12,10,0,0,0
4.4,2004,10,1.85,Color,6,25,8,0,0,0
7.4,1977,16,2.35,Black and White,17,14,11,0,0,0
6.2,2013,16,2.35,Color,24,26,20,0,0,0
6,1997,26,1.85,Color,27,18,12,0,0,0
5.3,2000,12,2.35,Color,22,24,16,0,0,0
6.7,2002,21,1.85,Color,20,24,11,0,0,0
6.4,2009,8,2.35,Color,33,20,12,0,0,0
5.4,2008,19,1.78,Black and White,34,12,11,0,0,0
5.7,1982,24,2.35,Color,15,18,15,0,0,0
6.8,1996,10,2.35,Color,35,15,13,0,1,0
5.2,2015,14,2.35,Color,27,22,18,0,0,0
4.4,2014,11,2.35,Color,25,14,11,0,0,0
6.7,2012,10,1.85,Color,28,29,19,0,0,0
5.9,2005,13,2.35,Color,29,21,14,0,0,0
6,1991,24,1.85,Color,28,12,20,0,0,0
6.7,2002,13,1.85,Color,20,11,14,0,0,0
6.2,2012,24,1.85,Color,14,18,11,0,0,0
5.3,2004,17,2.35,Color,29,18,9,0,0,0
6.2,2003,19,1.85,Color,15,15,12,0,0,0
7.2,1990,26,2.35,Color,19,18,10,0,0,0
6.2,2002,8,1.85,Color,29,15,12,0,0,0
7.2,2002,14,1.85,Color,28,12,13,0,0,0
7.7,2009,10,2.35,Color,30,29,10,0,0,0
6.4,1999,9,1.37,Color,6,18,17,0,0,0
7.2,2006,12,1.85,Color,11,25,18,0,0,1
6.9,2013,11,2.35,Color,21,9,13,0,0,0
4.3,1985,9,1.85,Color,13,24,13,0,0,0
6.6,2009,15,2.35,Color,15,16,16,0,0,0
6.4,1999,16,2.35,Color,22,21,8,0,0,0
6.8,2008,2,2.35,Color,20,29,12,0,0,0
5.4,2005,16,2.35,Color,13,29,16,0,0,0
5.9,2015,15,2.35,Color,5,24,14,0,0,0
5.7,2008,18,2.35,Color,12,18,14,0,0,0
6.7,2012,43,2.35,Color,32,22,16,0,0,0
6.7,2015,13,1.85,Color,34,12,10,0,0,0
6.5,1966,17,1.85,Color,23,21,16,0,0,0
6.9,2006,13,2.35,Color,17,33,14,0,0,0
6.8,1991,38,1.85,Color,12,18,14,0,0,0
5.5,2000,8,2.35,Color,14,15,16,0,0,0
7.3,2006,6,2.35,Color,11,19,11,0,0,0
6.9,2003,3,1.85,Color,29,15,14,0,1,0
6.7,2002,8,1.85,Color,29,15,13,0,0,0
6.4,2003,13,2.35,Color,14,13,11,0,0,0
7.1,2005,22,1.85,Color,14,18,12,0,0,0
6.3,1990,13,1.85,Color,30,20,12,0,0,0
7.3,1999,2,2.35,Color,12,29,12,0,0,0
6.7,2011,7,2.35,Color,22,21,10,0,0,0
6.6,2010,12,2.35,Color,21,20,15,0,0,0
6.1,2008,21,2.35,Color,14,21,14,0,0,0
5.7,2003,8,1.85,Color,26,15,10,0,0,0
6.9,2006,16,1.85,Color,12,24,14,0,0,1
6.1,1996,16,2.35,Color,28,29,12,0,0,0
5.9,1995,12,1.85,Color,33,35,12,0,0,0
8.3,1960,13,2.35,Black and White,20,14,14,0,0,0
7.2,1955,22,1.5,Color,22,18,13,0,0,0
6.3,1977,12,1.85,Color,27,3,17,0,0,0
6.3,2015,17,1.85,Color,12,24,11,0,0,0
6.4,1999,18,1.85,Color,20,7,16,1,0,0
4.9,1997,17,2.35,Color,15,20,13,0,0,0
7.6,1993,16,1.85,Color,21,18,16,0,0,0
6.6,2009,30,2.35,Color,40,11,12,0,0,0
7.7,2006,11,1.85,Color,22,12,18,0,0,0
8.1,2013,9,1.85,Color,28,12,12,0,0,0
7.6,2008,15,2.35,Color,5,17,15,0,0,0
5.8,2015,19,2.35,Color,20,16,9,0,1,0
5,2006,21,2.35,Color,15,11,16,0,0,0
7.6,2015,15,2.35,Color,22,35,9,0,0,0
6,1983,5,2.35,Color,24,29,11,0,0,0
7,2012,3,1.85,Color,14,18,10,0,0,0
5.8,2011,11,1.85,Color,31,17,16,0,0,0
6.4,2010,12,2.35,Color,11,21,10,0,0,0
5.6,2006,18,1.85,Color,14,18,14,0,0,0
6.1,2004,12,2.35,Color,23,11,14,0,0,0
7.4,1979,18,1.85,Color,22,14,9,0,0,0
6.1,2012,11,2.35,Color,18,36,13,0,1,0
7.5,2008,5,1.85,Color,6,20,15,0,0,0
7.3,2007,16,1.85,Color,20,21,13,0,0,0
6.8,2011,20,2.35,Color,28,21,13,0,0,0
3.5,2009,11,1.85,Color,19,18,16,0,0,0
6.3,2010,18,2.35,Color,14,12,10,0,0,0
6.5,2000,10,1.85,Color,14,18,12,0,0,0
4.8,2005,7,2.35,Color,29,21,15,0,0,0
6.6,2002,10,1.85,Color,21,22,13,0,1,0
5.6,2010,17,1.85,Color,21,11,18,0,0,0
5.6,2015,6,2.35,Color,12,9,16,0,0,0
7.4,1983,27,1.85,Color,16,12,16,0,0,0
7.1,1991,20,1.78,Color,5,18,12,0,0,0
4.3,2008,17,2.35,Color,14,23,13,0,0,0
5.8,2014,8,2.35,Color,11,29,13,0,0,0
6.9,1986,7,1.33,Color,20,18,10,0,0,0
6,2000,5,1.85,Color,18,33,13,0,0,0
7.2,2012,17,2.35,Color,12,12,13,0,0,0
7.8,2001,25,1.85,Color,26,18,21,0,0,0
7.6,2005,19,2.35,Color,20,12,17,0,1,0
6.6,2005,7,2.35,Color,35,28,13,1,0,0
7.2,1999,19,2.35,Color,20,7,13,0,0,0
7.4,1993,22,1.85,Color,20,26,12,0,0,0
6.1,2015,19,1.85,Color,12,12,14,0,0,0
5.4,1979,8,2.35,Color,13,18,11,0,0,0
6.6,2011,16,2.35,Color,29,11,11,0,0,0
7,1963,9,2.2,Color,31,21,13,0,0,0
6.5,1983,24,1.85,Color,21,12,13,0,0,0
6.3,1986,21,1.85,Color,28,16,12,0,0,0
5.6,1998,16,1.85,Color,12,15,10,0,0,0
5.7,2001,22,1.85,Color,6,29,11,0,0,1
6.7,1995,10,1.85,Color,14,32,11,0,0,0
6.3,2008,10,2.35,Color,29,18,11,0,0,0
4.8,2011,12,2.35,Color,21,11,16,0,0,0
6.7,2004,32,2.35,Black and White,12,21,9,0,0,0
5.7,2014,8,1.85,Color,27,17,13,0,0,0
5.1,2000,14,1.85,Color,6,18,12,0,0,0
5.6,1999,11,2.35,Color,20,17,12,0,0,0
7.4,2001,5,2.35,Color,20,18,12,0,0,0
7.5,1968,7,2.35,Color,20,29,11,0,0,1
7.7,2000,12,1.85,Color,11,15,13,0,1,0
4.5,2001,19,2.35,Color,23,16,12,0,0,0
7.4,1990,27,1.37,Color,31,18,12,0,0,0
6.5,2009,14,1.85,Color,27,12,10,0,0,0
7,2004,31,1.85,Color,41,18,18,0,1,0
8,1938,26,1.37,Black and White,20,29,11,0,0,0
6.2,2012,19,2.35,Color,14,20,9,0,1,0
7.5,2013,16,2.35,Color,36,35,9,0,0,1
7.4,1984,21,2.35,Color,30,12,14,0,0,0
6.4,2016,5,2.35,Color,13,12,8,0,0,0
7.1,2002,14,2.35,Color,13,16,12,0,0,0
7.6,2010,12,2.35,Color,13,9,11,0,0,0
5.4,2014,4,2.35,Color,19,9,11,0,0,0
5.7,2008,9,1.78,Color,22,24,12,0,0,0
7.3,2010,12,2.35,Color,5,12,14,0,0,0
6.7,2014,15,2.35,Color,12,29,11,0,0,0
7.4,2013,16,1.85,Color,12,17,12,0,0,0
6.3,2012,12,2.35,Color,20,9,12,0,0,0
8,1951,24,1.37,Black and White,5,12,13,0,0,0
7.5,2015,8,1.85,Color,13,12,13,0,1,0
7.1,2012,9,1.85,Color,30,12,12,0,0,0
6.3,2006,23,2.35,Color,23,13,12,0,0,0
6.3,1990,25,1.85,Color,21,12,15,0,0,0
7.9,2012,5,1.85,Color,13,20,16,0,0,0
6.1,1985,9,2.35,Color,29,16,12,0,0,0
6.3,2007,6,2.35,Color,27,21,16,0,1,0
6.2,2007,15,2.35,Color,20,25,7,0,0,0
8.6,1947,21,1.37,Color,28,18,10,0,0,0
7.1,2015,16,2.35,Color,13,21,11,0,0,0
7.2,2009,13,2.35,Color,17,25,13,0,0,1
6.8,1984,11,1.85,Color,16,29,16,0,0,0
6.8,2011,12,2.35,Color,5,30,14,0,0,0
8,2008,19,2.35,Color,13,27,11,0,0,1
2.1,2001,7,2.35,Color,19,21,12,0,0,0
7.4,2000,11,1.66,Color,44,24,13,0,0,0
7.5,2007,5,2.35,Color,20,23,9,0,0,0
5.3,2004,9,1.85,Color,14,25,12,0,0,0
6.6,2002,18,1.85,Color,18,18,11,0,0,0
5.9,2016,12,2.35,Color,13,18,11,0,0,0
6.8,1976,11,2.35,Color,23,14,14,0,0,0
3.5,1999,14,1.37,Color,40,30,10,0,0,0
6.6,1985,12,2.35,Color,18,17,15,0,0,0
6,2007,27,1.85,Color,20,24,15,0,0,0
5.5,2016,16,2.39,Color,12,19,13,0,0,0
4.1,2008,9,1.85,Color,29,29,12,0,0,0
5.6,2006,17,2.35,Color,14,18,14,0,0,0
5.9,2007,6,1.85,Color,14,9,15,0,0,0
3.5,2013,13,1.85,Color,6,21,11,0,0,0
4.7,1980,17,2.35,Color,31,34,14,0,0,0
6.7,2012,16,1.85,Color,6,18,15,0,0,0
7.6,2003,18,1.85,Color,13,15,12,0,0,0
7.3,1971,8,2.35,Color,24,18,11,0,0,0
3.9,1998,16,2.35,Color,13,35,11,0,0,0
7.6,1988,29,1.85,Color,5,18,14,0,0,0
4.9,1979,6,2.35,Color,28,37,13,0,0,0
4.6,2015,17,2.35,Color,16,18,11,0,0,0
6.8,2015,9,1.85,Color,15,17,15,0,0,0
3.3,2005,28,1.78,Color,6,9,12,0,0,0
7.3,1980,17,1.85,Color,21,18,13,0,0,0
7.6,2015,12,1.85,Color,23,32,13,0,0,0
4.6,1997,8,2.35,Color,32,29,12,0,0,0
5.7,2007,11,2.35,Color,15,12,11,0,0,0
5.4,2016,17,2.35,Color,5,23,13,0,0,0
6.7,1992,15,2.35,Color,21,12,10,0,0,0
6.6,1997,39,1.85,Color,28,12,12,0,1,0
8,1978,14,1.85,Color,13,18,11,0,0,0
4.3,2008,12,2.35,Color,8,32,18,0,0,0
7.4,2002,5,1.85,Black and White,23,7,11,0,1,0
4.6,2003,18,1.85,Color,14,15,14,0,0,0
7.1,1936,31,1.37,Black and White,28,12,11,0,0,0
5.8,2001,11,2.35,Color,14,15,10,1,0,0
7.4,1947,21,1.37,Black and White,13,21,14,0,0,0
7.2,2010,19,2.35,Color,12,17,14,0,0,0
6.8,1999,19,2.35,Color,25,24,15,0,1,0
6.5,1994,3,1.85,Color,6,21,11,0,0,0
6.5,1973,11,2.35,Color,15,21,14,0,0,0
4.8,2007,18,2.35,Color,16,20,11,0,0,0
7,2007,14,1.85,Color,19,10,13,0,0,0
5.2,2012,18,2.35,Color,22,20,12,0,0,0
6.9,2000,16,2.35,Color,5,20,11,0,0,0
6.7,2007,30,2.35,Color,12,29,11,0,0,1
5.8,2003,7,1.85,Color,23,33,17,0,1,0
4.7,2002,12,1.85,Color,14,17,13,0,0,0
6.2,1991,7,1.85,Color,30,16,12,0,0,0
5.7,2011,11,1.85,Color,6,29,17,0,0,0
5.3,2013,7,2.35,Color,14,9,20,0,0,0
7.1,2009,1,1.85,Color,56,14,13,0,0,0
7,2008,14,1.85,Color,16,17,10,0,0,0
4,2004,6,2.35,Color,19,12,9,0,0,0
6.1,2001,9,2.35,Color,27,25,12,0,0,0
6.5,2009,14,2.35,Color,14,29,13,0,0,0
5.6,2003,19,2.35,Color,6,8,11,0,0,0
6.9,1997,8,1.85,Color,20,7,14,1,0,0
6.9,2014,11,2.35,Color,29,12,17,0,0,0
7.2,1992,21,2.35,Black and White,18,29,9,0,0,0
5.9,2001,16,1.85,Color,20,29,13,0,0,0
3.4,2016,16,2.35,Color,5,24,19,0,0,0
2.8,1998,24,1.85,Color,16,29,13,0,0,0
6.3,2010,5,2.35,Color,23,18,16,0,0,0
7,2015,19,2.35,Color,27,24,13,0,0,0
6.5,2012,12,2.35,Color,21,29,20,0,0,0
6,1998,26,1.85,Color,20,21,10,0,0,0
5.3,1988,39,1.85,Color,6,18,11,0,0,0
7,1998,12,1.85,Color,28,18,11,0,0,0
5.3,2003,10,1.85,Color,16,11,20,0,0,0
5.9,2006,18,1.85,Color,22,7,14,0,0,0
6.2,1983,21,2.35,Color,25,12,12,0,0,0
6.7,1991,10,1.85,Color,15,22,14,0,0,0
6.8,2002,17,2.35,Color,5,7,12,1,0,0
6.4,2000,9,2.35,Color,28,23,15,1,0,0
7,2002,14,2.35,Color,12,50,13,0,0,0
5,1985,9,2.35,Color,24,28,15,0,0,0
5.4,1992,9,1.85,Color,20,18,16,0,0,0
5.9,2010,12,1.85,Color,14,21,15,0,0,0
6.1,2010,10,2.35,Color,20,21,18,0,0,0
7.7,1993,18,1.85,Color,6,21,14,0,0,0
5.9,2004,16,2.35,Color,20,15,12,0,0,0
6.9,2012,10,1.85,Color,21,16,11,0,0,0
8.3,1992,10,2.35,Color,13,12,14,0,0,0
7.2,1998,13,1.85,Color,12,7,16,0,0,0
7.7,2010,8,2.35,Color,13,21,18,0,0,0
7.1,2012,5,2.35,Color,13,9,11,0,0,0
6.5,2013,9,2.35,Color,6,23,16,0,0,0
5.8,2012,7,2.35,Color,15,21,14,0,0,0
5.1,2011,17,2.35,Color,20,16,14,0,0,0
7.8,1962,15,2.35,Black and White,24,21,14,0,0,0
7.3,2013,12,2.35,Color,5,24,13,0,0,0
7.9,2014,18,1.85,Color,35,5,13,0,0,0
7.4,2008,5,1.85,Color,5,11,12,0,0,0
7.7,2003,36,1.85,Color,23,22,16,0,1,0
6.2,1993,27,1.85,Color,29,20,16,0,0,0
6.9,1995,7,2.35,Color,19,14,11,0,0,0
7,2011,20,2.35,Color,15,21,14,0,0,1
6,1989,15,2.35,Color,12,18,14,0,0,1
6.6,2002,9,2.35,Color,28,3,16,0,0,0
6.5,2010,13,2.35,Color,20,18,9,0,1,0
7.2,1996,6,2.35,Color,14,15,14,0,0,1
8.3,1976,11,1.85,Color,11,29,14,0,0,0
7,1987,10,1.85,Color,14,18,15,0,0,0
3.3,2014,37,1.78,Color,33,35,12,0,0,0
6.7,1977,18,1.66,Color,27,3,14,0,0,0
5.6,2009,9,2.35,Color,21,10,11,0,0,0
6.9,2011,12,1.85,Color,12,12,14,0,0,0
7.4,2013,3,2.35,Color,5,9,19,0,0,0
4.6,2014,8,2.35,Color,15,9,12,0,0,0
5.6,2002,18,2.35,Color,12,24,17,0,0,0
6.9,2011,7,2.35,Color,23,12,11,0,0,0
7.1,1997,11,1.66,Color,5,14,11,0,0,0
6.3,1999,16,2.35,Color,18,29,9,0,0,0
6.5,1999,18,1.85,Color,23,15,13,0,0,0
6.1,1980,16,1.85,Color,10,12,14,0,0,0
5.7,1981,26,1.85,Color,24,18,13,0,1,0
6.3,2004,9,2.35,Color,20,18,13,0,0,0
4.4,2008,5,1.85,Color,42,16,9,0,0,1
7,2011,11,1.85,Color,5,29,12,0,0,0
4.7,1985,32,1.85,Color,23,18,12,0,0,0
5.9,2003,42,1.85,Color,6,14,10,0,0,0
6.3,2002,12,1.85,Color,28,12,12,0,1,0
